inner_code;name;name_eng;adm_code;iata;icao
СПЕ;Совполье; ;АГ; ;ULBS
СГО;Согом; ;ТЮ; ; 
СЙГ;Сойга; ;АГ; ; 
СЙИ;Сойгино; ;ЧУ; ; 
СЛВ;Соколово; ;КИ; ; 
СЬЕ;Сокольское; ;ИВ; ; 
СГЧ;Солигалич; ;КФ; ; 
СОМ;Соликамск; ;ПМ; ; 
СОН;Солнечный; ;СФ; ;UEML
СЛЦ;Солнцево; ;КУ; ;UUWS
СОИ;Соловки; ;АГ; ; 
СЛШ;Солонешное; ;АЛ; ; 
СЛЬ;Сольвычегодск; ;АГ; ; 
СМО;Сомово; ;ВЖ; ; 
СПЧ;Сопочное; ;КЯ; ;UOHP
СРЛ;Сортавала; ;КЛ; ;ULPW
СРУ;Сорум; ;ТЮ; ; 
СНЛ;Сосновка; ;МУ; ; 
СВЗ;Сосново-Озерское; ;БР; ; 
СБР;Сосновый Бор; ;ТЮ; ; 
СЬВ;Сосьва [ТЮМ]; ;ТЮ; ; 
ССВ;Сосьва [УРЛ]; ;СД; ;USSX
СФК;Софийск; ;ХБ; ; 
СОЧ;Сочи;Sochi;КД;AER;URSS
СОЯ;Сояна; ;АГ; ; 
СПД;Спасск-Дальний; ;ПР; ; 
СРМ;Среднеколымск; ;СФ; ;UESK
СПХ;Средние Пахачи; ;КЧ; ; 
СДЙ;Средний; ;КЯ; ;UODS
СВЮ;Средний Васюган; ;ТЯ; ;UNLM
СРК;Средний Калар; ;ЧТ; ; 
СРТ;Сретенск; ;ЧТ; ; 
СТВ;Ставрополь;Stavropol;СП;STW;URMT
СДУ;Стадухино; ;ЧА; ; 
СКЛ;Старая Кулатка; ;УЛ; ; 
РСИ;Старая Русса; ;НГ; ;ULNR
СТЦ;Старица; ;ТЯ; ; 
ССБ;Старосубхангулово; ;БШ; ; 
САУ;Старотуруханск; ; ; ;UOTS
САБ;Старые Айбеси; ;ЧУ; ; 
СТН;Старый Надым; ;ТЮ; ; 
СОЛ;Старый Оскол; ;БГ; ;UUOS
СПН;Степановка; ;ТЯ; ; 
СТМ;Стерлитамак; ;БШ; ;UWUS
СТЙ;Стойба; ;АУ; ; 
СТЖ;Стрежевой;Strezhewoi;ТЯ;SWT;UNSS
СЛЯ;Стрелка; ;КЯ; ;UNIX
СЧУ;Стрелка-Чуня; ; ; ;UNJT
СУЗ;Сузун; ;НБ; ; 
СУГ;Суйга; ;ТЯ; ; 
САЙ;Суломай; ;КЯ; ;UNJU
СЦА;Сульца; ;АГ; ; 
СУФ;Сумароково; ; ; ;UNJF
СУН;Сунтар; ;СФ; ;UENS
СУА;Сура; ;АГ; ; 
СУР;Сургут;Surgut;ТЮ;SGC;USRR
СГХ;Сургутиха; ;КЯ; ;UOTH
СУХ;Суриково; ;КЯ; ;UNKH
СДР;Суринда; ;КЯ; ; 
СУС;Сусанино; ;ХБ; ; 
ССМ;Сусуман; ;МГ; ;UHMH
СХФ;Суханово; ;КЯ; ;UNJH
СХП;Суходол; ;СБ; ; 
СХЛ;Сухой Лог; ;СД; ; 
СЫВ;Сыктывкар;Syktyvkar;КИ;SCW;UUYY
СЫМ;Сым; ;КЯ; ;UNJY
СДН;Сындасско; ;КЯ; ;UOHS
СЫН;Сынзас; ;КЗ; ; 
СЫТ;Сытомино; ;ТЮ; ; 
СЮД;Сюльдюкар; ;СФ; ; 
СЯВ;Сява; ;НЖ; ; 
ТБР;Таборы; ;СД; ;USTW
ТВД;Тавда; ;СД; ;USSW
ТАГ;Таганрог; ;РД; ;URRT
ТАЖ;Таежный [ДВУ]; ;ПР; ; 
ТЖН;Таежный [КРС]; ;КЯ; ;UNHV
ТЗВ;Тазовский; ;ТЮ; ;USDT
ТМЛ;Таймылыр; ;СФ; ;UETT
ТШТ;Тайшет; ;ИР; ; 
ТИО;Таксимо; ;БР; ;UIIL
ТАЯ;Таловая; ;ВЖ; ; 
ТЛО;Таловка; ;КЧ; ;УХПЯ
ТОЛ;Талон; ;КЗ; ; 
ТАМ;Тамала; ;ПЗ; ; 
ТМБ;Тамбов;Tambov;ТБ;TBW;UUOT
ТАР;Тара; ;ОЯ; ;UNOT
ТКС;Тарко-Сале; ;ТЮ; ;USDS
ТГУ;Тарнога; ;ВЯ; ;ULWG
ТРЭ;Тархово; ;КЯ; ; 
ТЦЕ;Тасеево; ;КЯ; ;УНЯТ
ТЮР;Таскюрях; ;СФ; ; 
ТХД;Тахта; ;ХБ; ; 
ТАХ;Тахтамыгда; ;АУ; ; 
ТХЯ;Тахтоямск; ;МГ; ; 
ТШЛ;Ташла; ; ; ; 
ТШГ;Таштагол; ;КЗ; ; 
ТЫП;Таштып; ;КЯ; ; 
ТРЬ;Тверь; ;ТИ; ;UUBN
ТВЗ;Тевриз; ;ОЯ; ;UNOW
ТЛД;Тегульдет; ;ТЯ; ; 
ТЕМ;Темников; ;МД; ; 
ТМП;Темп; ;СФ; ; 
ТМР;Темрюк; ;АЫ; ; 
ТЕК;Тенкели; ;СФ; ;UEBE
ТЕН;Теньгушево; ;МД; ; 
ТРБ;Тербуны; ;ЛП; ; 
ТЕЙ;Терней; ;ПР; ;UHWT
ТТШ;Тетюши; ;ТГ; ; 
ТИГ;Тигиль; ;КЧ; ;UHPG
ТСИ;Тикси;Tiksi;СФ;IKS;UEST
ТИЛ;Тиличики; ;КЧ; ;UHPT
ТИН;Тиман; ;КИ; ;UURT
ТИС;Тисуль; ;КЗ; ; 
ТИТ;Тит-Ары; ;СФ; ; 
ТИХ;Тихвин; ;ЛЕ; ;ULST
ТХЦ;Тихорецк; ;КД; ;URKT
ТКП;ТКП [пульты Сирена-2 ТКП]; ; ; ; 
ТЯР;Тлярата; ;ДГ; ; 
ТБЛ;Тобольск;Tobolsk;ТЮ;TOX;USTO
ТБД;Тобседа; ;АГ; ; 
ТОД;Тоджа; ;ТУ; ;UNYT
ТМЭ;Токма; ;ИР; ;UIKT
ТНЯ;Толон; ;СФ; ; 
ТЬК;Толька; ;ТЮ; ;USDO
ТТТ;Тольятти; ;СБ; ;UWWT
ТМЯ;Томмот; ;СФ; ; 
ТСК;Томск;Tomsk;ТЯ;TOF;UNTT
ТОН;Тонкино; ;НЖ; ; 
ТГР;Торго; ;СФ; ; 
ТОТ;Тотьма; ;ВЯ; ; 
ТШВ;Тошвиска; ;АГ; ; 
ТРЦ;Троицкое; ;ХБ; ;UHHO
ТЦП;Троицко-Печорск; ;КИ; ;UUYR
ТЧВ;Трубчевск; ;БН; ; 
ТУВ;Трусово; ;КИ; ; 
ТРФ;Труфаногоры; ;АГ; ; 
ТУП;Туапсе; ;КД; ; 
ТГМ;Тугулым; ;СД; ; 
ТУУ;Тугур; ;ХБ; ;UHNT
ТУЛ;Тула;Tula;ТЛ;TYA;UUBT
ТЛУ;Тулун; ;ИР; ; 
ТГЧ;Тунгокочен; ;ЧТ; ; 
ТНГ;Тунгуска; ;ИР; ; 
ТПК;Тупик; ;ЧТ; ; 
ТАУ;Тура; ;КЯ; ;UNIT
ТУА;Туран; ;КЯ; ; 
ТУР;Туринск; ;СД; ;USST
ТУС;Туринская Слобода; ;СД; ; 
ТРИ;Турки; ;СГ; ; 
ТУЧ;Турочак; ;АЙ; ; 
ТУТ;Турукта; ;СФ; ; 
ТРХ;Туруханск; ;КЯ; ;UOTT
ТНЧ;Тутончаны; ;КЯ; ;UOTU
ТЫЛ;Тымлат; ;КЧ; ; 
ТЫМ;Тымск; ;ТЯ; ; 
ТЫД;Тында;Tynda;АУ;TYD;UHBW
ТВЬ;Тынкобь; ;ИР; ; 
ТЫР;Тыр; ;ХБ; ; 
ТНЗ;Тырныауз; ;КБ; ; 
ТЮМ;Тюмень;Tyumen;ТЮ;TJM;USTU
ТЮХ;Тюхтет; ;КЯ; ;УНЯХ
ТЯН;Тяня; ;СФ; ; 
УВТ;Уват; ;ТЮ; ;USTA
УГЧ;Углич; ;ЯР; ; 
УГУ;Угут; ;ТЮ; ; 
УДЧ;Удачный; ;СФ; ; 
УДС;Удское; ;ХБ; ; 
УЕГ;Уег; ;КИ; ; 
УЖУ;Ужур; ;КЯ; ; 
УЙС;Уйское; ;ЧЛ; ; 
УКТ;Уктус [БАЛ]; ;БШ; ; 
УЛЭ;Улан-Удэ;Ulan-Ude;БР;UUD;UIUU
УЛК;Ульяновск;Ulyanovsk;УЛ;ULY;UWLL
УМБ;Умба; ;МУ; ;ULMA
УРА;Урай;Uraj;ТЮ;URJ;USHU
УРО;Урдома; ;АГ; ;ULKM
УРГ;Уренгой; ;ТЮ; ;USDU
УРЕ;Урень; ;НЖ; ; 
УРЖ;Уржум; ;КП; ; 
УРК;Урлук; ;ЧТ; ; 
УРМ;Урманный; ;ТЮ; ; 
УЮП;Урюпинск; ;ВГ; ; 
УСН;Усинск;Usinsk;КИ;USK;UUYS
УСЦ;Усольцево; ;КЯ; ;UNHU
УСС;Уссурийск; ;ПР; ;UHWU
УАВ;Усть-Авам; ;КЯ; ;UOOA
УАН;Усть-Анзас; ;КЗ; ; 
УБГ;Усть-Баргузин; ;БР; ; 
УБЛ;Усть-Белая; ;ЧА; ; 
УШЦ;Усть-Большерецк; ;КЧ; ;UHPB
УВЯ;Усть-Выя; ;АГ; ; 
УТК;Усть-Илимск;Ust-Ilimsk;ИР;UIK;UIBS
УИЧ;Усть-Илыч; ;КИ; ; 
УТШ;Усть-Ишим; ;ОЯ; ;UNOI
УКЧ;Усть-Камчатск; ;КЧ; ;UHPK
УСР;Усть-Кара; ;АГ; ; 
УСГ;Усть-Каренга; ;ЧТ; ; 
УКА;Усть-Карск; ;ЧТ; ; 
УКО;Усть-Кокса; ;АЙ; ;UNBU
УТЕ;Усть-Коликъеган; ;ТЮ; ; 
УКУ;Усть-Куйга; ;СФ; ;UEBT
УСТ;Усть-Кулом; ;КИ; ;UUYT
УСК;Усть-Кут;Ust-Kut;ИР;UKX;UITT
УЛА;Усть-Лабинск; ;КД; ; 
УТЛ;Усть-Лыжа; ;КИ; ; 
УСМ;Усть-Мая; ;СФ; ;UEMU
УНМ;Усть-Нем; ;КИ; ;UUYE
УНР;Усть-Нера; ;СФ; ;UEMT
УОМ;Усть-Омчуг; ;МГ; ; 
УОР;Усть-Ордынский; ;ИР; ;UIIO
УПИ;Усть-Пит; ;КЯ; ;UNJC
УПТ;Усть-Порт; ;КЯ; ;UOOP
УСБ;Усть-Соболевка; ;ПР; ; 
УТЯ;Усть-Тарея; ;КЯ; ;UOOU
УТЫ;Усть-Тым; ;ТЯ; ; 
УДА;Усть-Уда; ;ИР; ;UIIT
УУЛ;Усть-Улаган; ;АЙ; ; 
УУР;Усть-Уролка; ;ПМ; ; 
УХЙ;Усть-Хайрюзово; ;КЧ; ;UHPU
УТЦ;Усть-Цильма; ;КИ; ;UUYX
УЧР;Усть-Черная; ;ПМ; ; 
УЧИ;Усть-Чижапка; ;ТЯ; ; 
УСЧ;Усть-Чуласа; ;АГ; ; 
УСУ;Усугли; ;ЧТ; ; 
УФА;Уфа;Ufa;БШ;UFA;UWUU
УХО;Ухошино; ;ПС; ; 
УХТ;Ухта;Ukhta;КИ;UCT;UUYH
УЧЫ;Учалы; ;БШ; ; 
УМИ;Учами; ;КЯ; ;UNHI
УШВ;Ушаково; ;ТЮ; ; 
УША;Ушаковский; ;ЧА; ; 
УШД;Ушбельдир; ;КЯ; ; 
УЭН;Уэлен; ;ЧА; ;UHLN
УЭЛ;Уэлькаль; ;ЧА; ; 
ФАК;Факел; ;КЯ; ; 
НФР;Фариха; ;АГ; ;ULEF
ФРК;Фарково; ;КЯ; ; 
ФЕВ;Февральск; ;АУ; ;UHWF
ФЕТ;Фетинино; ;ВЯ; ; 
ФИЛ;Филимоново; ;ЯР; ; 
ФРО;Фролово; ;КЯ; ;UNHF
ХАБ;Хабариха; ;КИ; ; 
ХБР;Хабаровск;Khabarovsk;ХБ;KHV;UHHH
ХАИ;Хайлино; ;КЧ; ;UHPF
ХЛК;Халактырка; ;КЧ; ;UHPH
ХМЭ;Хамакар; ;ИР; ; 
ХМР;Хамра; ;СФ; ; 
ХМЫ;Хамсара; ;ТУ; ; 
ХДЫ;Хандыга; ;СФ; ;UEMH
ХНЛ;Ханкала; ;ЧИ; ; 
ХЙО;Хантайское Озеро; ;КЯ; ;UOIH
ХАС;Ханты-Мансийск; ;ТЮ; ;USHH
ХГУ;Харанжеено; ;ИР; ; 
ХРЗ;Харасавей; ;ТЮ; ;USDH
ХРИ;Харитоново; ;АГ; ; 
ХАУ;Харута; ;КИ; ; 
ХРЯ;Харьяга; ;КИ; ; 
ХАГ;Харьягинский; ;АГ; ; 
ХВЮ;Хасавюрт; ;ДГ; ; 
ХАТ;Хатанга;Hatanga;КЯ;HTG;UOHH
ХЫК;Хатырка; ;ЧА; ; 
ХВЯ;Хвойная; ;НГ; ; 
ХВЙ;Хвойный; ;ИР; ; 
ХРП;Херпучи; ;ХБ; ;UHNH
ХЭТ;Хета; ;КЯ; ;UOHE
ХЛБ;Хлебниково; ;МИ; ; 
ХУА;Хову-Аксы; ;ТУ; ;UNYH
ХОЛ;Холм; ;НГ; ; 
ХЙВ;Хорей-Вер; ;АГ; ;ULEH
ХРН;Хоринск; ;БР; ;UIUH
ХОЭ;Хоэ; ;СЯ; ; 
ХРБ;Хребтовый; ;КЯ; ;UNHY
ХЖР;Хужир; ;ИР; ; 
ХЛМ;Хулимсунт; ;ТЮ; ; 
ХУН;Хунзах; ;ДГ; ; 
ЦАМ;Цаган-Аман; ;КЦ; ; 
ЦЛН;Целинное; ; ; ; 
ЦЕН;Ценогора; ;АГ; ;ULJC
ЦНТ;Центральный; ;КЗ; ; 
ЦНР;Центральный Рудник; ;КЗ; ; 
ЦИМ;Циммермановка; ;ХБ; ;UHNO
ЦИН;Цингалы; ;ТЮ; ; 
ЧГУ;Чагда; ;СФ; ; 
ЧДН;Чадан; ;ТУ; ; 
ЧБХ;Чайбуха; ;МГ; ;UHMG
ЧАК;Чайковский; ;ПМ; ; 
ЧПА;Чапаево [ЗСУ]; ;ОЯ; ; 
ЧАП;Чапаево [ЯКТ]; ;СФ; ; 
ЧПГ;Чаплыгин; ;ЛП; ; 
ЧАР;Чара; ;ЧТ; ;UIAR
ЧАЗ;Чарозеро; ;ВЯ; ; 
ЧРЫ;Чарышское; ;АЛ; ; 
ЧБЕ;Чебоксары;Cheboksary;ЧУ;CSY;UWKS
ЧБГ;Чебурга; ;ТЮ; ; 
ЧГД;Чегдомын; ;ХБ; ;UHHM
ЧЛС;Челюскин; ;КЯ; ; 
ЧЛБ;Челябинск;Chelyabinsk;ЧЛ;CEK;USCC
ЧЕМ;Чемдальск; ;КЯ; ;UNJX
ЧЕП;Чепец; ;ПМ; ; 
ЧРИ;Черби; ;ТУ; ; 
ЧРД;Чердынь; ;ПМ; ; 
ЧЕР;Черевково; ;АГ; ;ULUR
ЧМШ;Черемушки; ;ХЯ; ; 
ЧРМ;Черемхово; ;ИР; ;UIIE
ЧРШ;Черемшан; ;ТГ; ; 
ЧРВ;Череповец;Cherepovets;ВЯ;CEE;ULWC
ЧКЕ;Черкесск; ;КЫ; ; 
ЧМЗ;Чермоз; ;ПМ; ; 
ЧНЯ;Черная; ;АГ; ; 
ЧНГ;Черногорское; ;КИ; ; 
ЧОС;Черноостровское; ;КЯ; ; 
ЧЕК;Чернушка; ;ПМ; ; 
ЧРК;Чернышевск; ;ЧТ; ; 
ЧРС;Черский;Cherskiy;СФ;CYX;UESS
ЧСМ;Чесма; ;ЧЛ; ; 
ЧЕХ;Чехломей; ;ТЮ; ; 
ЧЧК;Чечуйск; ;ИР; ; 
ЧИЖ;Чижа; ;АГ; ;ULBI
ЧСЗ;Чилису-Анзас; ;КЗ; ; 
ЧИР;Чиринда; ;КЯ; ;UNIR
ЧРЮ;Чири-Юрт; ;ЧИ; ; 
ЧСТ;Чистополь; ;ТГ; ;UWKI
ЧТЙ;Чистый; ;ИР; ; 
СХТ;Чита;Chita;ЧТ;HTA;UIAA
ЧКА;Чкалов; ;СФ; ; 
ЧКД;Чокурдах;Chokurdah;СФ;CKH;UESO
ЧУВ;Чуванское; ;ЧА; ; 
ЧУД;Чудиново; ;ЧЛ; ; 
ЧЕВ;Чулково; ;КЯ; ;UNHL
ЧМН;Чульман;Chulman;СФ;CNN; 
ЧМВ;Чумаково; ;НБ; ; 
ЧМИ;Чумикан; ;ХБ; ; 
ЧУП;Чупрово; ;КИ; ; 
ЧПЧ;Чурапча; ;СФ; ; 
ЧСЕ;Чусовское; ;ПМ; ; 
ЧУХ;Чухлома; ;КФ; ;UUBF
ШАБ;Шаблыкино; ;ОЛ; ; 
ШРА;Шаранга; ;НЖ; ; 
ШРЫ;Шарыпово; ;КЯ; ;UNKO
ШАР;Шарья; ;КФ; ;УУБЯ
ШАТ;Шатрово; ;КЭ; ; 
ШАХ;Шахтерск; ;СЯ; ;UHSK
ШХТ;Шахты; ;РД; ;URRH
ШЕГ;Шегмас; ;АГ; ; 
ШЛП;Шелопугино; ;ЧТ; ; 
ШМШ;Шемышейка; ;ПЗ; ; 
ШЕН;Шенкурск; ;АГ; ;ULAN
ШРЛ;Шеркалы; ;ТЮ; ; 
ШВС;Шиверский; ;КЯ; ; 
ЩИМ;Шимановск; ;АУ; ;UHBK
ШИР;Шира; ;ХЯ; ;UNAI
ШКО;Широкое; ;АГ; ; 
ШИШ;Шишмарево; ;КЯ; ; 
ШМА;Шмаковка; ;ПР; ; 
ШОН;Шойна; ;АГ; ;ULBO
ШОЛ;Шола; ;ВЯ; ; 
ШОШ;Шошельцы; ;АГ; ; 
ШУГ;Шугур; ;ТЮ; ; 
ШЛЯ;Шумерля; ;ЧУ; ; 
ШМВ;Шумилово; ;ЧТ; ; 
ШРШ;Шурышкары; ;ТЮ; ; 
ШУШ;Шушенское; ;КЯ; ;UNAU
ЩЛБ;Щельябож; ;КИ; ; 
ЫРБ;Ырбан; ;ТУ; ; 
ЫТК;Ытык-Кюель; ;СФ; ; 
АИН;Эбелях; ;СФ; ; 
ЭБХ;Эбях; ;СФ; ; 
ЭВН;Эвенск; ;МГ; ; 
ЭГТ;Эгвекинот; ;ЧА; ;UHME
ЭЙК;Эйик; ;СФ; ; 
ЭМЧ;Экимчан; ;АУ; ;UHBP
ЭКО;Эконда; ;КЯ; ;UNIH
ЭЛИ;Элиста;Elista;КЦ;ESL;URWI
ЭНМ;Энмелен; ;ЧА; ; 
ЭНР;Энурмино; ;ЧА; ; 
ЭРЗ;Эрзин; ;КЯ; ;UNYR
ЭРТ;Эртиль; ;ВЖ; ; 
ЭСС;Эссо; ;КЧ; ; 
ЭХТ;Эхты; ;ДГ; ; 
ДЮГ;Юган; ;ТЮ; ; 
ЮГЛ;Юган-Лзу; ;ТЮ; ; 
ЮГР;Югоренок; ;СФ; ;UEEK
ЮЖА;Южа; ;ИВ; ; 
ЮЖЕ;Южно-Енисейск; ;КЯ; ; 
ЮЖК;Южно-Курильск; ;СЯ; ;UHSM
ЮЖХ;Южно-Сахалинск;Yuzhno-Sakhalinsk;СЯ;UUS;UHSS
ЮСУ;Южно-Сухокумск; ;ДГ; ; 
ЮЖЫ;Южный; ;ИР; ; 
ЮИЛ;Юильск; ;ТЮ; ; 
ЮКА;Юкаменское; ;УД; ; 
ЮКТ;Юкта; ;КЯ; ; 
ЮМА;Юмагузино; ;БШ; ; 
ЮМР;Юмурчен; ;ЧТ; ; 
ЮРГ;Юрга; ;КЗ; ; 
ЮРН;Юрино; ;МИ; ; 
ЮРВ;Юрьевец; ;ИВ; ; 
ЮРП;Юрьев-Польский; ;ВЛ; ; 
ЮРХ;Юрюнг-Хая; ;СФ; ; 
ЮХТ;Юхта; ;ИР; ;UNHH
ЯВА;Явас; ;МД; ; 
ЯГР;Ягурьях; ;ТЮ; ; 
ЯЙВ;Яйва; ;ПМ; ;УВПЯ
ЯКТ;Якутск;Yakutsk;СФ;YKS;UEEE
ЯМБ;Ямбург; ;ТЮ; ;УСМЯ
ЯНЛ;Янаул; ;БШ; ; 
ЯСА;Янов Стан; ;КЯ; ; 
ЯНА;Янракыннот; ;ЧА; ; 
ЯПС;Яптик-Сале; ;ТЮ; ; 
ЯРА;Яранск; ;КП; ; 
ЯРЕ;Яренск; ;АГ; ;УЛКЯ
ЯРК;Яркино; ;КЯ; ; 
ЯКВ;Ярково; ;ТЮ; ; 
ЯРН;Ярнема; ;АГ; ; 
ЯРЛ;Ярославль;Yaroslavl;ЯР;IAR; 
ЯРО;Ярославский; ;СФ; ; 
ЯРС;Яр-Сале; ;ТЮ; ;USDR
ЯРЦ;Ярцево; ;КЯ; ;УНИЯ
ЯСН;Ясный; ;АУ; ; 
ЯШН;Яшкино; ;КЗ; ; 
ЯЯЯ;Яя; ;КЗ; ; 
